Date,Open,High,Low,Close,Adj Close,Volume
2022-03-08,91.760002,91.760002,91.760002,91.760002,81.501472,0
2022-03-09,93.010002,93.010002,93.010002,93.010002,82.611710,0
2022-03-10,93.290001,93.290001,93.290001,93.290001,82.860413,0
2022-03-11,93.599998,93.599998,93.599998,93.599998,83.135742,0
2022-03-14,93.260002,93.260002,93.260002,93.260002,82.833763,0
2022-03-15,null,null,null,null,null,null
2022-03-16,93.769997,93.769997,93.769997,93.769997,83.286743,0
2022-03-17,95.160004,95.160004,95.160004,95.160004,84.521347,0
2022-03-18,95.709999,95.709999,95.709999,95.709999,85.009865,0
2022-03-21,null,null,null,null,null,null
2022-03-22,95.540001,95.540001,95.540001,95.540001,84.858856,0
2022-03-23,94.900002,94.900002,94.900002,94.900002,84.290413,0
2022-03-24,null,null,null,null,null,null
2022-03-25,95.800003,95.800003,95.800003,95.800003,85.089798,0
2022-03-28,95.570000,95.570000,95.570000,95.570000,84.885513,0
2022-03-29,96.949997,96.949997,96.949997,96.949997,86.111229,0
2022-03-30,97.580002,97.580002,97.580002,97.580002,86.670784,0
2022-03-31,null,null,null,null,null,null
2022-04-01,96.550003,96.550003,96.550003,96.550003,85.755959,0
2022-04-04,96.699997,96.699997,96.699997,96.699997,85.889168,0
2022-04-05,97.459999,97.459999,97.459999,97.459999,86.564217,0
2022-04-06,96.339996,96.339996,96.339996,96.339996,85.569435,0
2022-04-07,95.910004,95.910004,95.910004,95.910004,85.187492,0
2022-04-08,95.599998,95.599998,95.599998,95.599998,84.912163,0
2022-04-11,95.610001,95.610001,95.610001,95.610001,84.921028,0
2022-04-12,95.220001,95.220001,95.220001,95.220001,84.574631,0
2022-04-13,null,null,null,null,null,null
2022-04-14,95.830002,95.830002,95.830002,95.830002,85.116425,0
2022-04-18,null,null,null,null,null,null
2022-04-19,95.169998,95.169998,95.169998,95.169998,84.530228,0
2022-04-20,95.980003,95.980003,95.980003,95.980003,85.249672,0
2022-04-21,96.309998,96.309998,96.309998,96.309998,85.542786,0
2022-04-22,94.839996,94.839996,94.839996,94.839996,84.237114,0
2022-04-25,93.639999,93.639999,93.639999,93.639999,83.171265,0
2022-04-26,93.830002,93.830002,93.830002,93.830002,83.340042,0
2022-04-27,93.199997,93.199997,93.199997,93.199997,82.780464,0
2022-04-28,92.500000,92.500000,92.500000,92.500000,82.158730,0
2022-04-29,92.699997,92.699997,92.699997,92.699997,82.336380,0
2022-05-02,90.239998,90.239998,90.239998,90.239998,80.151390,0
2022-05-03,89.720001,89.720001,89.720001,89.720001,79.689522,0
2022-05-04,89.540001,89.540001,89.540001,89.540001,79.529663,0
2022-05-05,90.199997,90.199997,90.199997,90.199997,80.115860,0
2022-05-06,87.660004,87.660004,87.660004,87.660004,77.859833,0
2022-05-09,null,null,null,null,null,null
2022-05-10,null,null,null,null,null,null
2022-05-11,85.720001,85.720001,85.720001,85.720001,76.136703,0
2022-05-12,null,null,null,null,null,null
2022-05-13,84.809998,84.809998,84.809998,84.809998,75.328438,0
2022-05-16,85.669998,85.669998,85.669998,85.669998,76.092308,0
2022-05-17,86.199997,86.199997,86.199997,86.199997,76.563049,0
2022-05-18,86.169998,86.169998,86.169998,86.169998,76.536392,0
2022-05-19,85.550003,85.550003,85.550003,85.550003,75.985725,0
2022-05-20,86.360001,86.360001,86.360001,86.360001,76.705170,0
2022-05-23,86.669998,86.669998,86.669998,86.669998,76.980499,0
2022-05-24,86.860001,86.860001,86.860001,86.860001,77.149261,0
2022-05-25,87.080002,87.080002,87.080002,87.080002,77.344658,0
2022-05-26,null,null,null,null,null,null
2022-05-27,88.849998,88.849998,88.849998,88.849998,78.916771,0
2022-05-31,88.199997,88.199997,88.199997,88.199997,78.339455,0
2022-06-01,null,null,null,null,null,null
2022-06-02,87.709999,87.709999,87.709999,87.709999,77.904243,0
2022-06-03,88.220001,88.220001,88.220001,88.220001,78.357224,0
2022-06-06,null,null,null,null,null,null
2022-06-07,87.370003,87.370003,87.370003,87.370003,77.602249,0
2022-06-08,88.190002,88.190002,88.190002,88.190002,78.330566,0
2022-06-09,86.930000,86.930000,86.930000,86.930000,77.211441,0
2022-06-10,84.000000,84.000000,84.000000,84.000000,74.609009,0
2022-06-13,81.889999,81.889999,81.889999,81.889999,72.734894,0
2022-06-14,79.830002,79.830002,79.830002,79.830002,70.905197,0
2022-06-15,79.760002,79.760002,79.760002,79.760002,70.843033,0
2022-06-16,null,null,null,null,null,null
2022-06-17,79.610001,79.610001,79.610001,79.610001,70.709801,0
2022-06-21,80.080002,80.080002,80.080002,80.080002,71.127266,0
2022-06-22,79.709999,79.709999,79.709999,79.709999,70.798615,0
2022-06-23,null,null,null,null,null,null
2022-06-24,81.849998,81.849998,81.849998,81.849998,72.699364,0
2022-06-27,82.230003,82.230003,82.230003,82.230003,73.036888,0
2022-06-28,82.779999,82.779999,82.779999,82.779999,73.525391,0
2022-06-29,80.650002,80.650002,80.650002,80.650002,71.633522,0
2022-06-30,null,null,null,null,null,null
2022-07-01,79.150002,79.150002,79.150002,79.150002,70.301224,0
2022-07-05,78.370003,78.370003,78.370003,78.370003,69.608421,0
2022-07-06,79.070000,79.070000,79.070000,79.070000,70.230164,0
2022-07-07,79.269997,79.269997,79.269997,79.269997,70.407814,0
2022-07-08,78.860001,78.860001,78.860001,78.860001,70.043648,0
2022-07-11,78.180000,78.180000,78.180000,78.180000,69.439674,0
2022-07-12,null,null,null,null,null,null
2022-07-13,77.989998,77.989998,77.989998,77.989998,69.270912,0
